system:index,PER_2000_population,PER_2001_population,PER_2002_population,PER_2003_population,PER_2004_population,PER_2005_population,PER_2006_population,PER_2007_population,PER_2008_population,PER_2009_population,PER_2010_population,PER_2011_population,PER_2012_population,PER_2013_population,PER_2014_population,PER_2015_population,PER_2016_population,PER_2017_population,PER_2018_population,PER_2019_population,PER_2020_population,e_salud,key,name,.geo
00000000000000000047,74.82588827709543,70.11242626210607,83.31841456977763,85.16450072811075,58.499678135287084,57.75647397919141,50.82859873684925,45.08190641165616,43.850972168459876,48.5742222959687,35.97971783293978,43.306309930085405,65.64396263464704,57.94904149917924,56.6768364762595,60.95011220509918,64.4797396886984,62.005171606236836,62.4241631089746,62.12810391720346,63.14688741973986,170203A302,67,P.S. SAN JUAN GRANDE,"{""type"":""Polygon"",""coordinates"":[[[-70.20179054840938,-12.537054912304479],[-70.21466513647798,-12.538845379391848],[-70.22651540984688,-12.544074330717642],[-70.23639843291951,-12.552325733354241],[-70.24352759900141,-12.562943028042943],[-70.24733521835259,-12.575081312753634],[-70.24751777073064,-12.587774523708468],[-70.2440602005568,-12.600012289068543],[-70.23723727896729,-12.610820351872295],[-70.22759187328346,-12.61933816155316],[-70.21589180931936,-12.624887445175194],[-70.20306873667501,-12.627026277817881],[-70.19014386805185,-12.625584323054753],[-70.17814653545071,-12.620676418484175],[-70.16803209493925,-12.612693416476377],[-70.16060576515602,-12.602271014941378],[-70.15645849807092,-12.590239077248066],[-70.15591999708981,-12.577555500080251],[-70.15903260386048,-12.565229916799929],[-70.16554809115983,-12.554243324435964],[-70.1749475661508,-12.54547003376116],[-70.18648285488956,-12.539608143425568],[-70.19923604906083,-12.53712405078882],[-70.20179054840938,-12.537054912304479]]]}"
0000000000000000004a,77.17633498023251,57.26664510078586,63.42918542783861,64.14209009227068,57.10650645374123,53.83050759667528,49.76200087465275,46.16958655967175,43.1167407696427,45.682032929281405,36.07026668982672,41.318345897056695,63.750674027378,52.01923506838434,54.49899887911533,55.94807675482672,63.7376729583587,63.05878384218309,64.99623956626245,64.58768262325361,72.57251523682825,170203A305,69,P.S. BOCA AMIGO,"{""type"":""Polygon"",""coordinates"":[[[-70.08849816794448,-12.557540022544007],[-70.10137378067157,-12.559330489114172],[-70.1132249980229,-12.564559439049669],[-70.12310880987124,-12.572810839856558],[-70.13023854687913,-12.583428132846953],[-70.13404647349263,-12.595566416520652],[-70.13422904424586,-12.608259627423498],[-70.13077120117346,-12.62049739373294],[-70.1239477363401,-12.631305458191248],[-70.11430155989297,-12.639823269715471],[-70.10260055909056,-12.645372554794264],[-70.08977645867662,-12.647511388052314],[-70.07685055403576,-12.646069432871027],[-70.06485226053715,-12.64116152697933],[-70.05473701138438,-12.633178523159897],[-70.04731008977684,-12.62275611988828],[-70.0431624944713,-12.610724181075376],[-70.0426239542629,-12.598040603754317],[-70.04573681300067,-12.58571502133478],[-70.0522528225869,-12.574728430576918],[-70.06165304815073,-12.565955141752365],[-70.07318925604449,-12.560093252933928],[-70.08594346531807,-12.557609161007989],[-70.08849816794448,-12.557540022544007]]]}"
00000000000000000055,23.810281835329356,28.38365853849214,27.143678598621793,28.582540745672524,37.12394294923484,30.231304318916187,26.85869862033857,29.273723403514172,30.08763107651497,28.84220870630725,24.169096466346527,23.065378001462854,23.64370830678655,30.076039898873972,28.47774716108381,30.112285560857973,24.57028729749352,25.4059622027537,27.243477373313617,30.452476022164248,30.776326843549263,170301A301,75,P.S. BELGICA,"{""type"":""Polygon"",""coordinates"":[[[-69.73117256412765,-10.928157743008565],[-69.74397227094346,-10.929948250472494],[-69.75575355496932,-10.935177310333552],[-69.76557892492015,-10.943428855807566],[-69.77266635218251,-10.954046283074131],[-69.77645149793038,-10.966184648734892],[-69.77663269006393,-10.978877863745046],[-69.7731950527942,-10.991115554990152],[-69.7664118320671,-11.001923488631041],[-69.75682276723954,-11.01044115441165],[-69.74519119229294,-11.015990324314291],[-69.73244326087793,-11.018129108919922],[-69.71959413691309,-11.016687186799418],[-69.70766705336398,-11.01177938535995],[-69.6976117242861,-11.003796524775248],[-69.6902286481038,-10.993374258809103],[-69.68610535875227,-10.981342408518811],[-69.68556970804802,-10.968658843317455],[-69.68866388206213,-10.956333192842667],[-69.69514118413652,-10.94534647509915],[-69.70448579656477,-10.936573039983656],[-69.71595390923731,-10.930711031209393],[-69.72863292003782,-10.928226883082457],[-69.73117256412765,-10.928157743008565]]]}"
00000000000000000033,499.26195648707017,455.0576626844996,429.0216133070418,433.49065182350716,387.5766709336608,379.39037792753516,399.43525901723905,391.1166203937406,368.19858173987296,380.19883371497355,360.0411678310195,488.1862258495217,683.9871866261113,757.088364367954,613.3620775256378,732.1458844069897,637.1815674662884,722.1879985635187,754.461254409496,790.5351928969666,715.8344915957427,170104A301,24,P.S. LAS MERCEDES,"{""type"":""Polygon"",""coordinates"":[[[-69.4462895160251,-12.660487288564912],[-69.45917030554769,-12.662277752534617],[-69.47102629208315,-12.667506695479858],[-69.480914088948,-12.675758087087178],[-69.48804671031962,-12.686375371538654],[-69.49185618919614,-12.698513649998459],[-69.49203885270063,-12.711206860639885],[-69.48857963083589,-12.723444631722653],[-69.48175342142248,-12.734252704499871],[-69.47210335098107,-12.742770525292332],[-69.46039761719354,-12.748319817695554],[-69.44756832442405,-12.750458654047588],[-69.43463718575948,-12.749016696763844],[-69.42263403773245,-12.744108784229677],[-69.41251470322949,-12.736125771301543],[-69.4050847916153,-12.72570335929839],[-69.40093553802875,-12.7136714148563],[-69.40039679955616,-12.700987836764751],[-69.40351093119315,-12.68866225867317],[-69.4100295794034,-12.67767567599064],[-69.41943359696862,-12.668902396468942],[-69.43097444860764,-12.663040515278603],[-69.44373378639452,-12.660556426926519],[-69.4462895160251,-12.660487288564912]]]}"
00000000000000000000,23683.58666610017,22284.72305133846,24143.78788095312,26360.647853061066,27872.658812293033,28819.608497595844,29669.35459799946,30796.996186639535,34101.092892684945,37759.77118169694,36803.015409946,39252.65015939173,40821.45349268525,40269.89507352437,44546.63841502315,44547.490078471244,49732.77119346979,50487.88470192528,51800.23571771178,52873.78063600013,57100.162324881785,170101A101,99,HOSP. SANTA ROSA,"{""type"":""Polygon"",""coordinates"":[[[-69.18309107634546,-12.556367278966952],[-69.19596663036349,-12.558157745566726],[-69.20781779362822,-12.56338669558182],[-69.21770156028278,-12.57163809649347],[-69.22483126457891,-12.582255389581096],[-69.2286391735876,-12.594393673314164],[-69.22882174328815,-12.60708688421999],[-69.2253639158519,-12.619324650475075],[-69.21854048214435,-12.630132714838656],[-69.20889434985892,-12.638650526257344],[-69.19719340273359,-12.64419981125273],[-69.1843693612067,-12.646338644475549],[-69.17144351592545,-12.644896689318202],[-69.1594452774824,-12.639988783502144],[-69.14933007466158,-12.632005779786434],[-69.14190318696333,-12.621583376614243],[-69.13775561046364,-12.609551437865438],[-69.13721707250296,-12.596867860553152],[-69.14032991680413,-12.584542278084331],[-69.14684589646544,-12.573555687234515],[-69.15624607902438,-12.564782398304033],[-69.16778223425406,-12.558920509398734],[-69.18053638536611,-12.5564364174321],[-69.18309107634546,-12.556367278966952]]]}"
00000000000000000040,15.216650816834504,24.773644868531452,42.23902715335359,52.64072615153558,42.570908665093704,67.08036073446274,69.91833513779027,64.44365476864554,85.67565146394296,84.82059006099485,106.75479497999208,107.69498425713182,79.68306129718499,106.70213115752189,113.4186941066977,132.41948509045207,107.36192665450534,117.98323236798092,133.09383734483453,149.67368153751855,136.6412076936341,170201A306,89,P.S. SHINTUYA,"{""type"":""Polygon"",""coordinates"":[[[-71.29464933009318,-12.624185746888811],[-71.30752828893922,-12.625976211775738],[-71.31938258894579,-12.63120515718654],[-71.32926897659351,-12.639456552038684],[-71.33640057797871,-12.650073839501962],[-71.34020950794408,-12.662212119800792],[-71.34039213866475,-12.674905330534425],[-71.3369334043935,-12.687143099933571],[-71.33010816554835,-12.697951169776589],[-71.32045947213201,-12.706468987300005],[-71.30875541205236,-12.712018277119789],[-71.29592795543203,-12.71415711238053],[-71.28299866765119,-12.712715155838351],[-71.27099723631187,-12.707807245647084],[-71.26087934650114,-12.699824235931727],[-71.25345049224343,-12.689401827008314],[-71.24930182508447,-12.67736988455172],[-71.24876315673936,-12.66468630673193],[-71.25187683825703,-12.652360727113814],[-71.25839455338291,-12.641374141582995],[-71.26779722998836,-12.632600858780043],[-71.27933643945858,-12.626738974899164],[-71.29209396364345,-12.624254885286526],[-71.29464933009318,-12.624185746888811]]]}"
0000000000000000005d,169.37049486643332,182.683214757102,183.6928862997239,206.25209991489993,223.77553014058398,193.33237600761512,185.54747127823754,207.0773488641771,224.76425153441093,256.1794264467105,230.86063853893808,225.51732178480188,355.55124122984756,393.2487936923974,424.686431359529,378.95054917291674,501.92173505773155,505.7056889201129,549.9759491859622,544.3715181490077,579.9509420608551,170302A307,82,P.S. FLOR DE ACRE,"{""type"":""Polygon"",""coordinates"":[[[-69.6141300796768,-11.288145430154305],[-69.62694558859697,-11.289935928624388],[-69.63874143207157,-11.295164964309377],[-69.64857897033893,-11.303416477966753],[-69.6556752086456,-11.314033875702268],[-69.65946510049712,-11.32617222333218],[-69.65964658289117,-11.338865437439605],[-69.65620474110624,-11.351103145193907],[-69.64941314216374,-11.36191110760531],[-69.63981218519524,-11.370428805438788],[-69.62816615236856,-11.375978000671541],[-69.61540235796916,-11.37811679597702],[-69.60253724355688,-11.376674866585649],[-69.59059533037582,-11.371767042174545],[-69.58052752402763,-11.363784150088795],[-69.57313531943512,-11.353361853925305],[-69.56900697163326,-11.341329984166022],[-69.56847072246794,-11.328646416298621],[-69.57156878986628,-11.316320780790631],[-69.57805415324268,-11.305334090974702],[-69.58741034533413,-11.29656068803292],[-69.59889263500334,-11.290698705640668],[-69.61158730072293,-11.288214569874127],[-69.6141300796768,-11.288145430154305]]]}"
00000000000000000031,7.8414583524120784,7.183720988435352,8.089582981809054,8.270983116294472,7.4241184294938245,7.737314786971998,9.28173710951792,8.27667506011683,8.59063914280919,9.715806327059443,8.33327017863414,8.79163713852953,12.095308708934597,10.524319000060535,11.361298235838182,11.46393291832029,13.302170101087086,13.331398807554585,14.09670598712913,13.443846884384008,14.97909277040402,170103A313,36,P.S. LORETO,"{""type"":""Polygon"",""coordinates"":[[[-69.48670234887248,-11.93491574245136],[-69.49954762313578,-11.936706224705404],[-69.51137089016174,-11.941935216800463],[-69.5212313462213,-11.950186673091553],[-69.5283441767595,-11.960804017581319],[-69.53214300310763,-11.972942332700306],[-69.53232502731578,-11.98563554517924],[-69.52887526285102,-11.997873282699661],[-69.52206788272628,-12.008681296985333],[-69.51244452933109,-12.017199052611774],[-69.5007712704368,-12.022748293516251],[-69.487977605261,-12.024887108114251],[-69.47508238016648,-12.02344516561303],[-69.46311254118694,-12.018537299782652],[-69.45302123694674,-12.010554350898827],[-69.4456118387948,-12.000132000288332],[-69.44147396036597,-11.988100095426216],[-69.44093657926733,-11.975416522752665],[-69.4440419749288,-11.96309091423107],[-69.45054251803937,-11.952104274769884],[-69.45992051875584,-11.943330929838279],[-69.47142951126794,-11.93746899501335],[-69.48415366495267,-11.934984881532786],[-69.48670234887248,-11.93491574245136]]]}"
0000000000000000000a,23204.39762641962,22060.253041205786,23165.178821187415,26091.10402565229,26910.070694761078,28913.89584219311,30388.494097621264,32211.040672727228,34462.61227045306,36011.04328974338,37560.90778275333,36599.1786231574,40500.40512421136,39629.2106845349,44426.191462890194,44296.92873587634,49300.64007917592,50033.94201922324,51407.75004741976,52497.03851419791,56684.3771343821,170101A308,2,P.S. ALTA PASTORA,"{""type"":""Polygon"",""coordinates"":[[[-69.21705604906956,-12.540033591808182],[-69.22993078601834,-12.541824058820351],[-69.24178119654547,-12.547053009943998],[-69.25166433422534,-12.555304412314564],[-69.2587935832616,-12.565921706756336],[-69.26260124725758,-12.578059991316248],[-69.26278380230582,-12.59075320226353],[-69.25932619248076,-12.602990967761636],[-69.25250319195933,-12.613799030805957],[-69.24285767428533,-12.62231684075484],[-69.23115747420057,-12.627866124588682],[-69.21833425222337,-12.630004957320843],[-69.20540923306889,-12.628563002496914],[-69.19341176085133,-12.62365509773425],[-69.18329720284608,-12.615672095463045],[-69.17587078707227,-12.605249693675548],[-69.17172347229777,-12.59321775581945],[-69.17118496561737,-12.580534178629353],[-69.17429760899859,-12.568208595474188],[-69.18081317218517,-12.557222003343746],[-69.19021275623263,-12.548448712937963],[-69.20174817852228,-12.54258682282296],[-69.21450152018527,-12.540102730289561],[-69.21705604906956,-12.540033591808182]]]}"
00000000000000000003,27.0019314008418,41.07790899688615,43.26056875988897,44.37533132134589,41.37985597294116,46.15277018752131,43.578757438998586,41.34089292201267,38.88119938877392,40.150381075300494,38.00649794451163,40.815664133650486,44.213527454289725,63.96273595998247,51.22403373352126,61.72321154714615,43.681600518730995,47.76759224819276,46.6322802789546,56.37387753225421,49.60315141724057,170101A301,7,P.S. PUERTO PARDO,"{""type"":""Polygon"",""coordinates"":[[[-68.65998055446256,-12.458944839151265],[-68.67285125208049,-12.46073530821],[-68.68469794130047,-12.46596426483499],[-68.69457796949912,-12.474215674445631],[-68.70170496782714,-12.484832975607528],[-68.70551142050049,-12.496971264270755],[-68.70569390306007,-12.50966447542375],[-68.70223736900458,-12.521902237165236],[-68.69541651002078,-12.532710293662568],[-68.68577403083287,-12.541228096317363],[-68.67407752395648,-12.546777374386894],[-68.66125835367075,-12.5489162046841],[-68.64833741872486,-12.547474251514796],[-68.6363437345652,-12.542566351979739],[-68.62623236437322,-12.534583356877077],[-68.61880828165458,-12.524160961961293],[-68.61466226074116,-12.512129028535378],[-68.6141239086511,-12.49944545195168],[-68.61723555869007,-12.48711986539043],[-68.62374906290712,-12.476133266904709],[-68.6331456880699,-12.46735996917757],[-68.644677486922,-12.461498073059243],[-68.6574268269244,-12.459013977713214],[-68.65998055446256,-12.458944839151265]]]}"
